batch_id,collection_timestamp,city,station_type,station_id,station_name,stop_point_ref,operating_day,journey_ref,transport_mode,product_category,public_code,line,train_number,origin,destination,planned_platform,estimated_platform,scheduled_departure,estimated_departure,cancelled,has_realtime,predicted_delay_minutes,collection_timestamp_local,scheduled_departure_local,estimated_departure_local,date,hour,weekday,weekend,minutes_until_departure
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:1:1,2026-09-22,ch:1:sjyid:100001:724-001,rail,InterCity,IC1,IC1,724,St. Gallen,Genève-Aéroport,1,,2026-09-22 12:07:00+00:00,2026-09-22 12:07:42+00:00,,True,0.7,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:07:00+02:00,2026-09-22 14:07:42+02:00,2026-09-22,14,Tuesday,False,2.3102500000000004
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:5,2026-09-22,ch:1:sjyid:100046:11251-001,rail,S-Bahn,S2,S2,11251,Nesslau-Neu St. Johann,Altstätten SG,5,,2026-09-22 12:08:00+00:00,2026-09-22 12:08:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:08:00+02:00,2026-09-22 14:08:12+02:00,2026-09-22,14,Tuesday,False,3.3102500000000004
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:4:6,2026-09-22,ch:1:sjyid:100046:11550-001,rail,S-Bahn,S5,S5,11550,St. Margrethen SG,Weinfelden,6,,2026-09-22 12:10:00+00:00,2026-09-22 12:10:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:10:00+02:00,2026-09-22 14:10:12+02:00,2026-09-22,14,Tuesday,False,5.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:500:12,2026-09-22,ch:1:sjyid:100007:plan:4134,rail,S-Bahn,S22,S22,4134,Teufen AR,Speicher,12,,2026-09-22 12:11:00+00:00,2026-09-22 12:11:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:11:00+02:00,2026-09-22 14:11:00+02:00,2026-09-22,14,Tuesday,False,6.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:4,2026-09-22,ch:1:sjyid:100061:12126-001,rail,S-Bahn,S81,S81,12126,St. Gallen,Herisau,4,,2026-09-22 12:14:00+00:00,2026-09-22 12:14:42+00:00,,True,0.7,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:14:00+02:00,2026-09-22 14:14:42+02:00,2026-09-22,14,Tuesday,False,9.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:5,2026-09-22,ch:1:sjyid:100046:5227-001,rail,RegioExpress,RE1,RE1,5227,Herisau,Konstanz,5,,2026-09-22 12:15:00+00:00,2026-09-22 12:15:48+00:00,,True,0.8,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:15:00+02:00,2026-09-22 14:15:48+02:00,2026-09-22,14,Tuesday,False,10.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:2,2026-09-22,ch:1:sjyid:100046:11150-001,rail,S-Bahn,S1,S1,11150,Schaffhausen,Wil SG,2,,2026-09-22 12:17:00+00:00,2026-09-22 12:17:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:17:00+02:00,2026-09-22 14:17:12+02:00,2026-09-22,14,Tuesday,False,12.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:3,2026-09-22,ch:1:sjyid:100046:11151-001,rail,S-Bahn,S1,S1,11151,Wil SG,Schaffhausen,3,,2026-09-22 12:19:00+00:00,2026-09-22 12:20:42+00:00,,True,1.7,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:19:00+02:00,2026-09-22 14:20:42+02:00,2026-09-22,14,Tuesday,False,14.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:2,2026-09-22,ch:1:sjyid:100001:3269-001,rail,InterRegio,IR13,IR13,3269,Zürich HB,Sargans,2,,2026-09-22 12:25:00+00:00,2026-09-22 12:25:18+00:00,,True,0.3,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:25:00+02:00,2026-09-22 14:25:18+02:00,2026-09-22,14,Tuesday,False,20.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:500:12,2026-09-22,ch:1:sjyid:100007:plan:2136,rail,S-Bahn,S21,S21,2136,Appenzell,Trogen,12,,2026-09-22 12:26:00+00:00,2026-09-22 12:26:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:26:00+02:00,2026-09-22 14:26:00+02:00,2026-09-22,14,Tuesday,False,21.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:500:11,2026-09-22,ch:1:sjyid:100007:plan:2139,rail,S-Bahn,S21,S21,2139,Trogen,Appenzell,11,,2026-09-22 12:26:00+00:00,2026-09-22 12:26:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:26:00+02:00,2026-09-22 14:26:00+02:00,2026-09-22,14,Tuesday,False,21.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:5,2026-09-22,ch:1:sjyid:100061:11452-001,rail,S-Bahn,S4,S4,11452,Sargans,Rapperswil SG,5,,2026-09-22 12:27:00+00:00,2026-09-22 12:27:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:27:00+02:00,2026-09-22 14:27:12+02:00,2026-09-22,14,Tuesday,False,22.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:1:1,2026-09-22,ch:1:sjyid:100001:1526-001,rail,InterCity,IC5,IC5,1526,St. Gallen,Zürich HB,1,,2026-09-22 12:28:00+00:00,2026-09-22 12:28:30+00:00,,True,0.5,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:28:00+02:00,2026-09-22 14:28:30+02:00,2026-09-22,14,Tuesday,False,23.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:2,2026-09-22,ch:1:sjyid:100001:193-001,rail,EuroCity,EC,EC,193,Zürich HB,München Hbf,2,,2026-09-22 12:32:00+00:00,2026-09-22 12:32:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:32:00+02:00,2026-09-22 14:32:00+02:00,2026-09-22,14,Tuesday,False,27.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:4,2026-09-22,ch:1:sjyid:100046:12179-001,rail,S-Bahn,S82,S82,12179,St. Gallen,Wittenbach,4,,2026-09-22 12:36:00+00:00,2026-09-22 12:36:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:36:00+02:00,2026-09-22 14:36:12+02:00,2026-09-22,14,Tuesday,False,31.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:1:1,2026-09-22,ch:1:sjyid:100001:3272-001,rail,InterRegio,IR13,IR13,3272,Sargans,Luzern,1,,2026-09-22 12:37:00+00:00,2026-09-22 12:37:30+00:00,,True,0.5,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:37:00+02:00,2026-09-22 14:37:30+02:00,2026-09-22,14,Tuesday,False,32.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:5,2026-09-22,ch:1:sjyid:100061:11451-001,rail,S-Bahn,S4,S4,11451,Rapperswil SG,Sargans,5,,2026-09-22 12:38:00+00:00,2026-09-22 12:39:06+00:00,,True,1.1,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:38:00+02:00,2026-09-22 14:39:06+02:00,2026-09-22,14,Tuesday,False,33.31025
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:4:7,2026-09-22,ch:1:sjyid:100046:11552-001,rail,S-Bahn,S5,S5,11552,St. Gallen,Weinfelden,7,,2026-09-22 12:40:00+00:00,2026-09-22 12:40:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:40:00+02:00,2026-09-22 14:40:12+02:00,2026-09-22,14,Tuesday,False,35.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:4:6,2026-09-22,ch:1:sjyid:100046:5228-001,rail,RegioExpress,RE1,RE1,5228,Konstanz,Herisau,6,,2026-09-22 12:44:00+00:00,2026-09-22 12:45:12+00:00,,True,1.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:44:00+02:00,2026-09-22 14:45:12+02:00,2026-09-22,14,Tuesday,False,39.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:1:1,2026-09-22,ch:1:sjyid:100046:11152-001,rail,S-Bahn,S1,S1,11152,Schaffhausen,Wil SG,1,,2026-09-22 12:47:00+00:00,2026-09-22 12:47:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:47:00+02:00,2026-09-22 14:47:12+02:00,2026-09-22,14,Tuesday,False,42.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:3,2026-09-22,ch:1:sjyid:100046:11153-001,rail,S-Bahn,S1,S1,11153,Wil SG,Schaffhausen,3,,2026-09-22 12:49:00+00:00,2026-09-22 12:50:36+00:00,,True,1.6,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:49:00+02:00,2026-09-22 14:50:36+02:00,2026-09-22,14,Tuesday,False,44.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:4,2026-09-22,ch:1:sjyid:100061:2219-001,rail,Alpenrhein-Express,IR13,IR13,2219,St. Gallen,Chur,4,,2026-09-22 12:55:00+00:00,2026-09-22 12:55:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:55:00+02:00,2026-09-22 14:55:12+02:00,2026-09-22,14,Tuesday,False,50.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:500:12,2026-09-22,ch:1:sjyid:100007:plan:2142,rail,S-Bahn,S21,S21,2142,Appenzell,Trogen,12,,2026-09-22 12:56:00+00:00,2026-09-22 12:56:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:56:00+02:00,2026-09-22 14:56:00+02:00,2026-09-22,14,Tuesday,False,51.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:500:11,2026-09-22,ch:1:sjyid:100007:plan:2145,rail,S-Bahn,S21,S21,2145,Trogen,Appenzell,11,,2026-09-22 12:56:00+00:00,2026-09-22 12:56:00+00:00,,True,0.0,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:56:00+02:00,2026-09-22 14:56:00+02:00,2026-09-22,14,Tuesday,False,51.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:4:6,2026-09-22,ch:1:sjyid:100046:11553-001,rail,S-Bahn,S5,S5,11553,Weinfelden,St. Margrethen SG,6,,2026-09-22 12:57:00+00:00,2026-09-22 12:57:30+00:00,,True,0.5,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:57:00+02:00,2026-09-22 14:57:30+02:00,2026-09-22,14,Tuesday,False,52.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:3:5,2026-09-22,ch:1:sjyid:100046:11254-001,rail,S-Bahn,S2,S2,11254,Altstätten SG,Nesslau-Neu St. Johann,5,,2026-09-22 12:57:00+00:00,2026-09-22 12:57:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:57:00+02:00,2026-09-22 14:57:12+02:00,2026-09-22,14,Tuesday,False,52.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:2,2026-09-22,ch:1:sjyid:100001:528-001,rail,InterCity,IC5,IC5,528,Rorschach,Lausanne,2,,2026-09-22 12:58:00+00:00,2026-09-22 12:58:30+00:00,,True,0.5,2026-09-22 14:04:41.385000+02:00,2026-09-22 14:58:00+02:00,2026-09-22 14:58:30+02:00,2026-09-22,14,Tuesday,False,53.310249999999996
20260922_120440,2026-09-22 12:04:41.385000+00:00,St. Gallen,rail,ch:1:sloid:6302,St. Gallen,ch:1:sloid:6302:2:3,2026-09-22,ch:1:sjyid:100061:2026-001,rail,Voralpen-Express,VAE,VAE,2026,St. Gallen,Luzern,3,,2026-09-22 13:05:00+00:00,2026-09-22 13:05:12+00:00,,True,0.2,2026-09-22 14:04:41.385000+02:00,2026-09-22 15:05:00+02:00,2026-09-22 15:05:12+02:00,2026-09-22,15,Tuesday,False,60.310249999999996
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:840061,2026-09-22,ch:1:sjyid:100001:24938-001,rail,Regio,R9,R9,24938,Murten/Morat,Allaman,7,,2026-09-22 12:04:00+00:00,2026-09-22 12:04:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:04:00+02:00,2026-09-22 14:04:12+02:00,2026-09-22,14,Tuesday,False,-0.6952
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:276884,2026-09-22,ch:1:sjyid:100001:1625-001,rail,InterCity,IC51,IC51,1625,Lausanne,Basel SBB,3,,2026-09-22 12:04:00+00:00,2026-09-22 12:04:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:04:00+02:00,2026-09-22 14:04:30+02:00,2026-09-22,14,Tuesday,False,-0.6952
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:37997,2026-09-22,ch:1:sjyid:100001:24351-001,rail,Regio,R3,R3,24351,Vallorbe,Vevey,6,,2026-09-22 12:04:00+00:00,2026-09-22 12:04:18+00:00,,True,0.3,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:04:00+02:00,2026-09-22 14:04:18+02:00,2026-09-22,14,Tuesday,False,-0.6952
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:42631,2026-09-22,ch:1:sjyid:100001:24138-001,rail,Regio,R1,R1,24138,Bex,Grandson,5,,2026-09-22 12:08:00+00:00,2026-09-22 12:08:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:08:00+02:00,2026-09-22 14:08:12+02:00,2026-09-22,14,Tuesday,False,3.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:860143,2026-09-22,ch:1:sjyid:100001:45-001,rail,EuroCity,EC,EC,45,Genève,Milano Centrale,4,,2026-09-22 12:10:00+00:00,,,False,,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:10:00+02:00,,2026-09-22,14,Tuesday,False,5.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:276884,2026-09-22,ch:1:sjyid:100001:1723-001,rail,InterRegio,IR95,IR95,1723,Genève-Aéroport,Brig,3,,2026-09-22 12:14:00+00:00,2026-09-22 12:14:00+00:00,,True,0.0,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:14:00+02:00,2026-09-22 14:14:00+02:00,2026-09-22,14,Tuesday,False,9.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:638488,2026-09-22,ch:1:sjyid:100001:1820-001,rail,InterRegio,IR90,IR90,1820,Brig,Genève-Aéroport,8,,2026-09-22 12:16:00+00:00,2026-09-22 12:16:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:16:00+02:00,2026-09-22 14:16:30+02:00,2026-09-22,14,Tuesday,False,11.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:668579,2026-09-22,ch:1:sjyid:100001:723-001,rail,InterCity,IC1,IC1,723,Genève-Aéroport,St. Gallen,1,,2026-09-22 12:17:00+00:00,2026-09-22 12:17:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:17:00+02:00,2026-09-22 14:17:30+02:00,2026-09-22,14,Tuesday,False,12.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:20298,2026-09-22,ch:1:sjyid:100001:24653-001,rail,S-Bahn,S40,S40,24653,Lausanne,Fribourg/Freiburg,70,,2026-09-22 12:21:00+00:00,2026-09-22 12:21:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:21:00+02:00,2026-09-22 14:21:12+02:00,2026-09-22,14,Tuesday,False,16.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:42631,2026-09-22,ch:1:sjyid:100001:2520-001,rail,InterRegio,IR15,IR15,2520,Luzern,Genève-Aéroport,5,,2026-09-22 12:23:00+00:00,2026-09-22 12:23:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:23:00+02:00,2026-09-22 14:23:30+02:00,2026-09-22,14,Tuesday,False,18.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:276884,2026-09-22,ch:1:sjyid:100001:24253-001,rail,Regio,R2,R2,24253,Grandson,Bex,3,,2026-09-22 12:24:00+00:00,2026-09-22 12:24:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:24:00+02:00,2026-09-22 14:24:30+02:00,2026-09-22,14,Tuesday,False,19.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:638488,2026-09-22,ch:1:sjyid:100001:24442-001,rail,Regio,R4,R4,24442,Vevey,Vallorbe/Le Brassus,8,,2026-09-22 12:27:00+00:00,2026-09-22 12:27:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:27:00+02:00,2026-09-22 14:27:12+02:00,2026-09-22,14,Tuesday,False,22.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:668579,2026-09-22,ch:1:sjyid:100001:24853-001,rail,Regio,R8,R8,24853,Allaman,Payerne,1,,2026-09-22 12:28:00+00:00,2026-09-22 12:28:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:28:00+02:00,2026-09-22 14:28:12+02:00,2026-09-22,14,Tuesday,False,23.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:840061,2026-09-22,ch:1:sjyid:100001:18468-001,rail,RegioExpress,RE33,RE33,18468,Martigny,Annemasse,7,,2026-09-22 12:30:00+00:00,,,False,,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:30:00+02:00,,2026-09-22,14,Tuesday,False,25.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:37997,2026-09-22,ch:1:sjyid:100001:18473-001,rail,RegioExpress,RE33,RE33,18473,Annemasse,Martigny,6,,2026-09-22 12:31:00+00:00,2026-09-22 12:31:54+00:00,,True,0.9,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:31:00+02:00,2026-09-22 14:31:54+02:00,2026-09-22,14,Tuesday,False,26.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:860143,2026-09-22,ch:1:sjyid:100001:527-001,rail,InterCity,IC5,IC5,527,Lausanne,Rorschach,4,,2026-09-22 12:34:00+00:00,2026-09-22 12:34:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:34:00+02:00,2026-09-22 14:34:30+02:00,2026-09-22,14,Tuesday,False,29.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:42631,2026-09-22,ch:1:sjyid:100001:24842-001,rail,Regio,R8,R8,24842,Payerne,Allaman,5,,2026-09-22 12:34:00+00:00,2026-09-22 12:34:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:34:00+02:00,2026-09-22 14:34:12+02:00,2026-09-22,14,Tuesday,False,29.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:276884,2026-09-22,ch:1:sjyid:100001:24453-001,rail,Regio,R4,R4,24453,Le Day,Vevey,3,,2026-09-22 12:34:00+00:00,2026-09-22 12:34:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:34:00+02:00,2026-09-22 14:34:12+02:00,2026-09-22,14,Tuesday,False,29.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:638488,2026-09-22,ch:1:sjyid:100001:24242-001,rail,Regio,R2,R2,24242,Bex,Grandson,8,,2026-09-22 12:38:00+00:00,2026-09-22 12:38:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:38:00+02:00,2026-09-22 14:38:12+02:00,2026-09-22,14,Tuesday,False,33.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:668579,2026-09-22,ch:1:sjyid:100001:2525-001,rail,InterRegio,IR15,IR15,2525,Genève-Aéroport,Luzern,1,,2026-09-22 12:40:00+00:00,2026-09-22 12:40:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:40:00+02:00,2026-09-22 14:40:30+02:00,2026-09-22,14,Tuesday,False,35.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:860143,2026-09-22,ch:1:sjyid:100001:718-001,rail,InterCity,IC1,IC1,718,St. Gallen,Genève-Aéroport,4,,2026-09-22 12:46:00+00:00,2026-09-22 12:46:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:46:00+02:00,2026-09-22 14:46:30+02:00,2026-09-22,14,Tuesday,False,41.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:276884,2026-09-22,ch:1:sjyid:100001:1823-001,rail,InterRegio,IR90,IR90,1823,Genève-Aéroport,Brig,3,,2026-09-22 12:48:00+00:00,2026-09-22 12:48:00+00:00,,True,0.0,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:48:00+02:00,2026-09-22 14:48:00+02:00,2026-09-22,14,Tuesday,False,43.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:638488,2026-09-22,ch:1:sjyid:100001:1720-001,rail,InterRegio,IR95,IR95,1720,Brig,Genève-Aéroport,8,,2026-09-22 12:49:00+00:00,2026-09-22 12:49:30+00:00,,True,0.5,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:49:00+02:00,2026-09-22 14:49:30+02:00,2026-09-22,14,Tuesday,False,44.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:20298,2026-09-22,ch:1:sjyid:100001:24555-001,rail,S-Bahn,S41,S41,24555,Lausanne,Fribourg/Freiburg,70,,2026-09-22 12:49:00+00:00,2026-09-22 12:49:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:49:00+02:00,2026-09-22 14:49:12+02:00,2026-09-22,14,Tuesday,False,44.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:37997,2026-09-22,ch:1:sjyid:100001:24155-001,rail,Regio,R1,R1,24155,Grandson,Bex,6,,2026-09-22 12:55:00+00:00,2026-09-22 12:55:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:55:00+02:00,2026-09-22 14:55:12+02:00,2026-09-22,14,Tuesday,False,50.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:668579,2026-09-22,ch:1:sjyid:100001:24955-001,rail,Regio,R9,R9,24955,Allaman,Murten/Morat,1,,2026-09-22 12:57:00+00:00,2026-09-22 12:58:00+00:00,,True,1.0,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:57:00+02:00,2026-09-22 14:58:00+02:00,2026-09-22,14,Tuesday,False,52.3048
20260922_120440,2026-09-22 12:04:41.712000+00:00,Lausanne,rail,ch:1:sloid:1120,Lausanne,ch:1:sloid:1120:0:840061,2026-09-22,ch:1:sjyid:100001:24344-001,rail,Regio,R3,R3,24344,Vevey,Vallorbe,7,,2026-09-22 12:57:00+00:00,2026-09-22 12:57:12+00:00,,True,0.2,2026-09-22 14:04:41.712000+02:00,2026-09-22 14:57:00+02:00,2026-09-22 14:57:12+02:00,2026-09-22,14,Tuesday,False,52.3048
